lookup_key,연도,지역단계,시도,지역명,인사이트유형,지표ID,지표명,대시보드_표시명,대시보드_현재선택지표,분석인사이트,데이터주의사항
2024|시도|대전|대전|smallbiz,2024,시도,대전,대전,원지표,smallbiz,소상공인,,N,"2024년 대전의 소상공인 지표는 166,043건으로 17개 시도 중 14위이며 전체의 2.71%다. 인구 1천 명당 115.38건으로 13위다.",2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|울산|울산|overall,2024,시도,울산,울산,종합,overall,종합 인사이트,,N,"2024년 울산의 인구는 1,098,049명으로 17개 시도 중 15위다. 우심피해액은 637.7억 원(9위)이고, 1인당 피해액은 58,073원(9위)이며 피해비중은 인구비중의 0.78배다. 인구 규모 대비 피해 부담은 낮은 편이다. 주택 수는 15위이고 인구 1천 명당 374.76건으로 시도 평균 407.27건과 비교해 낮다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|울산|울산|damage,2024,시도,울산,울산,원지표,damage,우심피해액,우심피해액(원),Y,"2024년 울산의 우심피해액은 637.7억 원으로, 17개 시도 중 9위이며 전국 합계의 1.66%다. 1인당 피해액은 58,073원(9위)이고, 피해비중/인구비중은 0.78배다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|울산|울산|population,2024,시도,울산,울산,원지표,population,인구수,인구수(건),Y,"2024년 울산의 인구는 1,098,049명으로 17개 시도 중 15위이며 전국의 2.14%를 차지한다. 시도 평균 인구의 0.36배다.",
2024|시도|울산|울산|housing,2024,시도,울산,울산,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2024년 울산의 주택 수는 411,508건으로 17개 시도 중 15위이며 전체의 2.07%다. 인구 1천 명당 374.76건으로 14위다. 원본 Z값은 -0.6584다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|울산|울산|housingZ,2024,시도,울산,울산,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2024년 울산의 주택 지표 Z값은 -0.6584로 17개 시도 중 15위다. 평균보다 0.66 표준편차 낮다고, 평균과 다소 차이가 있는 수준이다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|울산|울산|damagePerCapita,2024,시도,울산,울산,파생지표,damagePerCapita,1인당 우심피해액,,N,"2024년 울산의 1인당 우심피해액은 58,073원으로 17개 시도 중 9위다. 전국 전체 인구 기준 평균 1인당 피해액의 0.78배이며, 인구 규모 대비 피해 부담은 낮은 편이다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|울산|울산|housingPer1000,2024,시도,울산,울산,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2024년 울산의 인구 1천 명당 주택 지표는 374.76건으로 17개 시도 중 14위다. 시도 평균의 0.92배다.,2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|울산|울산|damagePerHousing,2024,시도,울산,울산,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2024년 울산의 주택 지표 1건당 우심피해액 단순 비율은 154,958원으로 17개 시도 중 8위다. 시도 평균 단순 비율의 0.66배다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2024|시도|울산|울산|greenhouse,2024,시도,울산,울산,원지표,greenhouse,온실 면적,,N,"2024년 울산의 온실 면적은 2,310,000㎡로 17개 시도 중 14위이며 전체의 0.43%다. 인구 1명당 2.10㎡다. 원본 Z값은 -0.8753다.",
2024|시도|울산|울산|greenhouseZ,2024,시도,울산,울산,원지표,greenhouseZ,온실 면적 Z값,,N,"2024년 울산의 온실 면적 Z값은 -0.8753로 17개 시도 중 14위다. 평균보다 0.88 표준편차 낮다고, 평균과 다소 차이가 있는 수준이다.",
2024|시도|울산|울산|smallbiz,2024,시도,울산,울산,원지표,smallbiz,소상공인,,N,"2024년 울산의 소상공인 지표는 112,699건으로 17개 시도 중 15위이며 전체의 1.84%다. 인구 1천 명당 102.64건으로 16위다.",2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|세종|세종|overall,2024,시도,세종,세종,종합,overall,종합 인사이트,,N,"2024년 세종의 인구는 390,685명으로 17개 시도 중 17위(최하위)다. 우심피해액은 242.1억 원(14위)이고, 1인당 피해액은 61,979원(8위)이며 피해비중은 인구비중의 0.83배다. 인구 비중과 피해 비중이 대체로 비슷한 수준이다. 주택 수는 17위(최하위)이고 인구 1천 명당 405.14건으로 시도 평균 407.27건과 비교해 비슷하다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|세종|세종|damage,2024,시도,세종,세종,원지표,damage,우심피해액,우심피해액(원),Y,"2024년 세종의 우심피해액은 242.1억 원으로, 17개 시도 중 14위이며 전국 합계의 0.63%다. 1인당 피해액은 61,979원(8위)이고, 피해비중/인구비중은 0.83배다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|세종|세종|population,2024,시도,세종,세종,원지표,population,인구수,인구수(건),Y,"2024년 세종의 인구는 390,685명으로 17개 시도 중 17위(최하위)이며 전국의 0.76%를 차지한다. 시도 평균 인구의 0.13배다.",
2024|시도|세종|세종|housing,2024,시도,세종,세종,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2024년 세종의 주택 수는 158,283건으로 17개 시도 중 17위(최하위)이며 전체의 0.80%다. 인구 1천 명당 405.14건으로 9위다. 원본 Z값은 -0.8785다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|세종|세종|housingZ,2024,시도,세종,세종,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2024년 세종의 주택 지표 Z값은 -0.8785로 17개 시도 중 17위(최하위)다. 평균보다 0.88 표준편차 낮다고, 평균과 다소 차이가 있는 수준이다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|세종|세종|damagePerCapita,2024,시도,세종,세종,파생지표,damagePerCapita,1인당 우심피해액,,N,"2024년 세종의 1인당 우심피해액은 61,979원으로 17개 시도 중 8위다. 전국 전체 인구 기준 평균 1인당 피해액의 0.83배이며, 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|세종|세종|housingPer1000,2024,시도,세종,세종,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2024년 세종의 인구 1천 명당 주택 지표는 405.14건으로 17개 시도 중 9위다. 시도 평균의 0.99배다.,2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|세종|세종|damagePerHousing,2024,시도,세종,세종,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2024년 세종의 주택 지표 1건당 우심피해액 단순 비율은 152,981원으로 17개 시도 중 9위다. 시도 평균 단순 비율의 0.65배다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2024|시도|세종|세종|greenhouse,2024,시도,세종,세종,원지표,greenhouse,온실 면적,,N,"2024년 세종의 온실 면적은 1,670,000㎡로 17개 시도 중 16위이며 전체의 0.31%다. 인구 1명당 4.27㎡다. 원본 Z값은 -0.8945다.",
2024|시도|세종|세종|greenhouseZ,2024,시도,세종,세종,원지표,greenhouseZ,온실 면적 Z값,,N,"2024년 세종의 온실 면적 Z값은 -0.8945로 17개 시도 중 16위다. 평균보다 0.89 표준편차 낮다고, 평균과 다소 차이가 있는 수준이다.",
2024|시도|세종|세종|smallbiz,2024,시도,세종,세종,원지표,smallbiz,소상공인,,N,"2024년 세종의 소상공인 지표는 34,871건으로 17개 시도 중 17위(최하위)이며 전체의 0.57%다. 인구 1천 명당 89.26건으로 17위(최하위)다.",2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|경기|경기|overall,2024,시도,경기,경기,종합,overall,종합 인사이트,,N,"2024년 경기의 인구는 13,694,685명으로 17개 시도 중 1위다. 우심피해액은 6,064.8억 원(2위)이고, 1인당 피해액은 44,286원(11위)이며 피해비중은 인구비중의 0.59배다. 인구 규모 대비 피해 부담은 낮은 편이다. 주택 수는 1위이고 인구 1천 명당 362.35건으로 시도 평균 407.27건과 비교해 낮다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|경기|경기|damage,2024,시도,경기,경기,원지표,damage,우심피해액,우심피해액(원),Y,"2024년 경기의 우심피해액은 6,064.8억 원으로, 17개 시도 중 2위이며 전국 합계의 15.82%다. 1인당 피해액은 44,286원(11위)이고, 피해비중/인구비중은 0.59배다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|경기|경기|population,2024,시도,경기,경기,원지표,population,인구수,인구수(건),Y,"2024년 경기의 인구는 13,694,685명으로 17개 시도 중 1위이며 전국의 26.74%를 차지한다. 시도 평균 인구의 4.55배다.",
2024|시도|경기|경기|housing,2024,시도,경기,경기,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2024년 경기의 주택 수는 4,962,282건으로 17개 시도 중 1위이며 전체의 24.97%다. 인구 1천 명당 362.35건으로 16위다. 원본 Z값은 +3.2972다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|경기|경기|housingZ,2024,시도,경기,경기,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2024년 경기의 주택 지표 Z값은 +3.2972로 17개 시도 중 1위다. 평균보다 3.30 표준편차 높다고, 평균에서 매우 멀리 떨어진 수준이다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|경기|경기|damagePerCapita,2024,시도,경기,경기,파생지표,damagePerCapita,1인당 우심피해액,,N,"2024년 경기의 1인당 우심피해액은 44,286원으로 17개 시도 중 11위다. 전국 전체 인구 기준 평균 1인당 피해액의 0.59배이며, 인구 규모 대비 피해 부담은 낮은 편이다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
2024|시도|경기|경기|housingPer1000,2024,시도,경기,경기,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2024년 경기의 인구 1천 명당 주택 지표는 362.35건으로 17개 시도 중 16위다. 시도 평균의 0.89배다.,2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다.
2024|시도|경기|경기|damagePerHousing,2024,시도,경기,경기,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2024년 경기의 주택 지표 1건당 우심피해액 단순 비율은 122,218원으로 17개 시도 중 10위다. 시도 평균 단순 비율의 0.52배다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2024|시도|경기|경기|greenhouse,2024,시도,경기,경기,원지표,greenhouse,온실 면적,,N,"2024년 경기의 온실 면적은 64,530,000㎡로 17개 시도 중 4위이며 전체의 12.06%다. 인구 1명당 4.71㎡다. 원본 Z값은 +0.9917다.",
2024|시도|경기|경기|greenhouseZ,2024,시도,경기,경기,원지표,greenhouseZ,온실 면적 Z값,,N,"2024년 경기의 온실 면적 Z값은 +0.9917로 17개 시도 중 4위다. 평균보다 0.99 표준편차 높다고, 평균과 다소 차이가 있는 수준이다.",
2024|시도|경기|경기|smallbiz,2024,시도,경기,경기,원지표,smallbiz,소상공인,,N,"2024년 경기의 소상공인 지표는 1,545,567건으로 17개 시도 중 1위이며 전체의 25.20%다. 인구 1천 명당 112.86건으로 14위다.",2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|강원|강원|overall,2024,시도,강원,강원,종합,overall,종합 인사이트,,N,"2024년 강원의 인구는 1,517,766명으로 17개 시도 중 12위다. 우심피해액은 2,570.2억 원(6위)이고, 1인당 피해액은 169,341원(4위)이며 피해비중은 인구비중의 2.26배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다. 주택 수는 12위이고 인구 1천 명당 450.95건으로 시도 평균 407.27건과 비교해 높다.",2024년 주택 값은 인구주택총조사의 주택 수이며 보험가입 건수가 아니다. 우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다. 2024년 시도별 소상공인 값은 전체 사업체 비중으로 배분한 추정치다.
2024|시도|강원|강원|damage,2024,시도,강원,강원,원지표,damage,우심피해액,우심피해액(원),Y,"2024년 강원의 우심피해액은 2,570.2억 원으로, 17개 시도 중 6위이며 전국 합계의 6.71%다. 1인당 피해액은 169,341원(4위)이고, 피해비중/인구비중은 2.26배다.",우심피해액은 2024년 단년값이 아니라 2015~2024년 누계다.
